,sample_id,severity,snippet
1195,6265027.txt,none,"	@Test
	public void checkEquality() {

		// Construct a component to test against.
		HeatExchanger component = new HeatExchanger();
		component.setInnerRadius(2.0);
		component.setLength(3.0);
		component.setNumElements(4);

		// Construct a component equal to the first.
		HeatExchanger equalComponent = new HeatExchanger();
		equalComponent.setInnerRadius(2.0);
		equalComponent.setLength(3.0);
		equalComponent.setNumElements(4);

		// Construct a component equal to the first for checking transitivity
		HeatExchanger transComponent = new HeatExchanger();
		transComponent.setInnerRadius(2.0);
		transComponent.setLength(3.0);
		transComponent.setNumElements(4);

		// Construct a component not equal to the first.
		HeatExchanger unequalComponent = new HeatExchanger();

		// Check that component and unequalComponet are not the same.
		assertFalse(component.equals(unequalComponent));
		assertFalse(unequalComponent.equals(component));

		// Check that equality also fails with illegal values
		assertFalse(component == null);
		assertFalse(component.equals(11));
		assertFalse(""House Lannister"".equals(component));

		// Check is equals() is reflexive and symmetric.
		assertTrue(component.equals(component));
		assertTrue(component.equals(equalComponent)
				&& equalComponent.equals(component));

		// Check equals() is transitive.
		if (component.equals(transComponent)
				&& transComponent.equals(equalComponent)) {
			assertTrue(component.equals(equalComponent));
		} else {
			fail();
		}
		// Check the hashCode values.
		assertEquals(component.hashCode(), component.hashCode());
		assertEquals(component.hashCode(), equalComponent.hashCode());
		assertFalse(component.hashCode() == unequalComponent.hashCode());

		return;

	}"
1196,7298896.txt,none,"	@Override
	public void declareExchange(final Exchange exchange) {
		try {
			this.rabbitTemplate.execute(channel -> {
				declareExchanges(channel, exchange);
				return null;
			});
		}
		catch (AmqpException e) {
			logOrRethrowDeclarationException(exchange, ""exchange"", e);
		}
	}"
1197,8978631.txt,none,"  protected void markLargestWriterPending(DocumentsWriterFlushControl control,
      ThreadState perThreadState, final long currentBytesPerThread) {
    ThreadState largestNonPendingWriter = findLargestNonPendingWriter(control, perThreadState);
    if (largestNonPendingWriter != null) {
      control.setFlushPending(largestNonPendingWriter);
    }
  }"
1198,5302732.txt,none,"    @Override
    public void valueChanged(Value val) {
    	if (val != null && val.matches(""DataCacheTimeout"")) {
    		_cacheTimeout = Integer.MIN_VALUE;
    	}
    }"
1199,8574638.txt,none,"  @SuppressWarnings(""unchecked"")
  public E loadInstance(Class<?> implClass) throws IOException {
    // create the instance
    E impl;
    Object o = null;
    try {
      o = implClass.getDeclaredConstructor().newInstance();
      impl = (E)o;
    } catch (Exception e) {
      throw new IOException(e);
    }

    return impl;
  }"
1200,9118161.txt,none,"	private DataSetHandle getDataSet( ScalarParameterHandle handle )
	{
		if ( !isSingle( ) )
		{
			if ( handle != null && handle.getDataSet( ) != null )
			{
				return handle.getDataSet( );
			}
			return null;
		}
		return inputParameterGroup.getDataSet( );
	}"
1201,5384197.txt,major,"    private void removeAndReconnect(MapReduceOper mr, MapReduceOper newMR) throws VisitorException {
        List<MapReduceOper> mapperSuccs = getPlan().getSuccessors(mr);
        List<MapReduceOper> mapperPreds = getPlan().getPredecessors(mr);

        // make a copy before removing operator
        ArrayList<MapReduceOper> succsCopy = null;
        ArrayList<MapReduceOper> predsCopy = null;
        if (mapperSuccs != null) {
            succsCopy = new ArrayList<MapReduceOper>(mapperSuccs);
        }
        if (mapperPreds != null) {
            predsCopy = new ArrayList<MapReduceOper>(mapperPreds);
        }
        getPlan().remove(mr);

        // reconnect the mapper's successors
        if (succsCopy != null) {
            for (MapReduceOper succ : succsCopy) {
                try {
                    getPlan().connect(newMR, succ);
                } catch (PlanException e) {
                    int errCode = 2133;
                    String msg = ""Internal Error. Unable to connect map plan with successors for optimization."";
                    throw new OptimizerException(msg, errCode, PigException.BUG, e);
                }
            }
        }

        // reconnect the mapper's predecessors
        if (predsCopy != null) {
            for (MapReduceOper pred : predsCopy) {
                if (newMR.getOperatorKey().equals(pred.getOperatorKey())) {
                    continue;
                }
                try {
                    getPlan().connect(pred, newMR);
                } catch (PlanException e) {
                    int errCode = 2134;
                    String msg = ""Internal Error. Unable to connect map plan with predecessors for optimization."";
                    throw new OptimizerException(msg, errCode, PigException.BUG, e);
                }
            }
        }

        mergeMROperProperties(mr, newMR);
    }"
1202,6465533.txt,none,"    private void buildNode1076()
        throws Exception {
        UaVariableNode node = new PropertyNode(this.context, NodeId.parse(""ns=0;i=11692""), new QualifiedName(0, ""OutputArguments""), new LocalizedText(""en"", ""OutputArguments""), LocalizedText.NULL_VALUE, UInteger.valueOf(0L), UInteger.valueOf(0L), new DataValue(Variant.NULL_VALUE), NodeId.parse(""ns=0;i=296""), 1, new UInteger[]{}, UByte.valueOf(1), UByte.valueOf(1), 0.0D, false);
        node.addReference(new Reference(NodeId.parse(""ns=0;i=11692""), NodeId.parse(""ns=0;i=46""), ExpandedNodeId.parse(""svr=0;i=11690""), NodeClass.Method, false));
        node.addReference(new Reference(NodeId.parse(""ns=0;i=11692""), NodeId.parse(""ns=0;i=40""), ExpandedNodeId.parse(""svr=0;i=68""), NodeClass.VariableType, true));
        node.addReference(new Reference(NodeId.parse(""ns=0;i=11692""), NodeId.parse(""ns=0;i=37""), ExpandedNodeId.parse(""svr=0;i=78""), NodeClass.Object, true));
        node.addReference(new Reference(NodeId.parse(""ns=0;i=11692""), NodeId.parse(""ns=0;i=46""), ExpandedNodeId.parse(""svr=0;i=11690""), NodeClass.Method, false));
        String valueXml;
        OpcUaXmlStreamDecoder decoder = new OpcUaXmlStreamDecoder(new StringReader(new String(""<?xml version=\""1.0\"" encoding=\""UTF-8\"" standalone=\""yes\""?><ns2:ListOfExtensionObject xmlns=\""http://opcfoundation.org/BinarySchema/\"" xmlns:ns2=\""http://opcfoundation.org/UA/2008/02/Types.xsd\"" xmlns:ns3=\""http://opcfoundation.org/UA/2011/03/UANodeSet.xsd\""><ns2:ExtensionObject><ns2:TypeId><ns2:Identifier>i=297</ns2:Identifier></ns2:TypeId><ns2:Body><ns2:Argument><ns2:Name>Position</ns2:Name><ns2:DataType><ns2:Identifier>i=9</ns2:Identifier></ns2:DataType><ns2:ValueRank>-1</ns2:ValueRank><ns2:ArrayDimensions/><ns2:Description xsi:nil=\""true\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\""/></ns2:Argument></ns2:Body></ns2:ExtensionObject></ns2:ListOfExtensionObject>"")));
        Object valueObject = decoder.readVariantValue();
        DataValue value = new DataValue(new Variant(valueObject));
        node.setValue(value);
        this.nodeManager.addNode(node);
    }"
1203,9173266.txt,none,"		public static ContentProvider newInstance( LegendData lgData )
				throws ChartException
		{
			LegendItemType itemType = lgData.lg.getItemType( );
			if ( itemType.getValue( ) == LegendItemType.CATEGORIES )
			{
				return new CategoryContentProvider( lgData );
			}
			else if ( itemType.getValue( ) == LegendItemType.SERIES )
			{
				return new ValueContentProvider( lgData );
			}
			else
			{
				throw new ChartException( ChartEnginePlugin.ID,
						ChartException.GENERATION,
						""exception.illegal.rendering.legend.itemtype"", //$NON-NLS-1$
						new Object[]{
							itemType
						},
						Messages.getResourceBundle( lgData.rtc.getULocale( ) ) );
			}

		}"
1204,5235970.txt,none,"  public static Map<String, Object> getXmlRpcElementHashTable(Element element) {
    Map<String, Object> elementHash = new Hashtable<String, Object>();

    elementHash.put(""id"", element.getElementId());
    elementHash.put(""name"", element.getElementName());
    elementHash.put(""dcElement"", element.getDCElement() != null ? element
        .getDCElement() : """");
    elementHash.put(""description"",
        element.getDescription() != null ? element.getDescription()
                                         : """");

    return elementHash;
  }"
1205,5769657.txt,none,"    @Override
    public void setIntValues(final Item orgUnitItem, final Attribute attr, final RealmTO realmTO) {
        List<Object> values = null;
        if (attr != null) {
            values = attr.getValue();
            for (ItemTransformer transformer : MappingUtils.getItemTransformers(orgUnitItem)) {
                values = transformer.beforePull(orgUnitItem, realmTO, values);
            }
        }

        if (values != null && !values.isEmpty() && values.get(0) != null) {
            switch (orgUnitItem.getIntAttrName()) {
                case ""name"":
                    realmTO.setName(values.get(0).toString());
                    break;

                case ""fullpath"":
                    String parentFullPath = StringUtils.substringBeforeLast(values.get(0).toString(), ""/"");
                    Realm parent = realmDAO.findByFullPath(parentFullPath);
                    if (parent == null) {
                        LOG.warn(""Could not find Realm with path {}, ignoring"", parentFullPath);
                    } else {
                        realmTO.setParent(parent.getFullPath());
                    }
                    break;

                default:
            }
        }
    }"
1206,4488901.txt,minor,"  public <SEARCH_T extends Annotation> List<Feature> extract(JCas jCas,
      Annotation focusAnnotation, Bounds bounds,
      Class<SEARCH_T> annotationClass, FeatureExtractor1<SEARCH_T> extractor)
      throws CleartkExtractorException {
    LinkedHashMap<String,Double> runningTotals = new LinkedHashMap<>();

    for (Context context : this.contexts) {
      for (Feature feature : context.extract(
          jCas,
          focusAnnotation,
          bounds,
          annotationClass,
          extractor)) {
        try{
          double val = Double.parseDouble(feature.getValue().toString());
          if(!runningTotals.containsKey(feature.getName())){
            runningTotals.put(feature.getName(), 0.0);
          }
          runningTotals.put(feature.getName(), runningTotals.get(feature.getName()) + val);
        }catch(Exception e){
          // just ignore this feature?
        }
      }
    }
    List<Feature> features = new ArrayList<>();
    for(String key : runningTotals.keySet()){
      features.add(new Feature(this.name + ""_"" + key, runningTotals.get(key)));
    }
    return features;
  }"
1207,5894091.txt,minor,"    public boolean matchesAllInstances(SequenceType testST) {
        Quantifier stq = sequenceType.getQuantifier();
        ItemType it = sequenceType.getItemType();
        if (stq.isSubQuantifier(testST.getQuantifier())) {
            if (it instanceof AnyItemType) {
                return true;
            } else if (it.isAtomicType() && testST.getItemType().isAtomicType()) {
                AtomicType ait = (AtomicType) it;
                AtomicType testIT = (AtomicType) testST.getItemType();
                if (BuiltinTypeRegistry.INSTANCE.isBuiltinTypeId(testIT.getTypeId())) {
                    SchemaType vType = BuiltinTypeRegistry.INSTANCE.getSchemaTypeById(testIT.getTypeId());
                    while (vType != null && vType.getTypeId() != ait.getTypeId()) {
                        vType = vType.getBaseType();
                    }
                    return vType != null;
                }
            } else if (it instanceof NodeType && testST.getItemType() instanceof NodeType) {
                NodeType nt = (NodeType) it;
                NodeKind kind = nt.getNodeKind();
                NodeType testNT = (NodeType) testST.getItemType();
                NodeKind testKind = testNT.getNodeKind();
                if (kind == NodeKind.ANY || kind == testKind) {
                    return true;
                }
            }
            return false;
        }
        return false;
    }"
1208,8432596.txt,none,"    public AggregationStrategy getAggregationStrategy() {
        return aggregationStrategy;
    }"
1209,4315157.txt,none,"    @Override
    public String getOidByName( String name ) throws LdapException
    {
        return immutableMatchingRuleUseRegistry.getOidByName( name );
    }"
1210,4162084.txt,none,"    @Override
    public StoredObject createPolicy(String name, String policyText, Map<String, PropertyData<?>> propMap, String user,
            Acl addACEs, Acl removeACEs) {
        PolicyImpl policy = new PolicyImpl();
        policy.createSystemBasePropertiesWhenCreated(propMap, user);
        policy.setCustomProperties(propMap);
        policy.setRepositoryId(fRepositoryId);
        policy.setName(name);
        policy.setPolicyText(policyText);
        String id = storeObject(policy);
        policy.setId(id);
        applyAcl(policy, addACEs, removeACEs);
        return policy;
    }"
1211,8935536.txt,none,"    public com.google.protobuf.ByteString
        getHiveQueryIdBytes() {
      java.lang.Object ref = hiveQueryId_;
      if (ref instanceof java.lang.String) {
        com.google.protobuf.ByteString b = 
            com.google.protobuf.ByteString.copyFromUtf8(
                (java.lang.String) ref);
        hiveQueryId_ = b;
        return b;
      } else {
        return (com.google.protobuf.ByteString) ref;
      }
    }"
1212,4045338.txt,none,"    private static void insertInitialDataverses(MetadataTransactionContext mdTxnCtx) throws AlgebricksException {
        String dataFormat = NonTaggedDataFormat.NON_TAGGED_DATA_FORMAT;
        MetadataManager.INSTANCE.addDataverse(mdTxnCtx,
                new Dataverse(MetadataConstants.METADATA_DATAVERSE_NAME, dataFormat, MetadataUtil.PENDING_NO_OP));
        MetadataManager.INSTANCE.addDataverse(mdTxnCtx, MetadataBuiltinEntities.DEFAULT_DATAVERSE);
    }"
1213,9516021.txt,none,"  private void lostFoundInit(DFSClient dfs) {
    lfInited = true;
    try {
      String lfName = ""/lost+found"";

      final HdfsFileStatus lfStatus = dfs.getFileInfo(lfName);
      if (lfStatus == null) { // not exists
        lfInitedOk = dfs.mkdirs(lfName, null, true);
        lostFound = lfName;
      } else if (!lfStatus.isDirectory()) { // exists but not a directory
        LOG.warn(""Cannot use /lost+found : a regular file with this name exists."");
        lfInitedOk = false;
      }  else { // exists and is a directory
        lostFound = lfName;
        lfInitedOk = true;
      }
    }  catch (Exception e) {
      e.printStackTrace();
      lfInitedOk = false;
    }
    if (lostFound == null) {
      LOG.warn(""Cannot initialize /lost+found ."");
      lfInitedOk = false;
      internalError = true;
    }
  }"
1214,7927736.txt,none,"	public EReference getEnumParameterType_ParameterValue() {
		return (EReference)enumParameterTypeEClass.getEStructuralFeatures().get(2);
	}"
1215,8044671.txt,none,"	protected String getArrayComponentTypeSimpleName(String typeName) {
		int idx = typeName.indexOf('[');
		if (idx != -1) {
			return getSimpleName(typeName.substring(0, idx));
		}
		return null;
	}"
1216,9379644.txt,none,"    private static Class<?> loadClass2(String className, Class<?> callingClass)
        throws ClassNotFoundException {
        try {
            return Class.forName(className);
        } catch (ClassNotFoundException ex) {
            try {
                if (ClassLoaderUtils.class.getClassLoader() != null) {
                    return ClassLoaderUtils.class.getClassLoader().loadClass(className);
                }
            } catch (ClassNotFoundException exc) {
                if (callingClass != null && callingClass.getClassLoader() != null) {
                    return callingClass.getClassLoader().loadClass(className);
                }
            }
            LOG.debug(ex.getMessage(), ex);
            throw ex;
        }
    }"
1217,8575719.txt,none,"  public AuthenticationKey(int keyId, long expirationDate, SecretKey key) {
    this.id = keyId;
    this.expirationDate = expirationDate;
    this.secret = key;
  }"
1218,5243521.txt,critical,"  private EntityCollection createETStreamOnComplexProp(Edm edm, OData odata) {
    EntityCollection entityCollection = new EntityCollection();

    Link readLink = new Link();
    readLink.setRel(Constants.NS_MEDIA_READ_LINK_REL);
    readLink.setHref(""readLink"");
    Entity entity = new Entity();
    entity.addProperty(createPrimitive(""PropertyStream"", createImage(""darkturquoise"")));
    readLink.setInlineEntity(entity);
    
    Link readLink1 = new Link();
    readLink1.setRel(Constants.NS_MEDIA_READ_LINK_REL);
    readLink1.setHref(""readLink"");
    entity = new Entity();
    entity.addProperty(createPrimitive(""PropertyEntityStream"", createImage(""darkturquoise"")));
    readLink1.setInlineEntity(entity);
    
    entityCollection.getEntities().add(new Entity()
        .addProperty(createPrimitive(""PropertyInt16"", Short.MAX_VALUE))
        .addProperty(createPrimitive(""PropertyInt32"", Integer.MAX_VALUE))
        .addProperty(new Property(null, ""PropertyEntityStream"", ValueType.PRIMITIVE, readLink1))
        .addProperty(createComplex(""PropertyCompWithStream"",
            ComplexTypeProvider.nameCTWithStreamProp.getFullQualifiedNameAsString(),
            new Property(null, ""PropertyStream"", ValueType.PRIMITIVE, readLink),
            createComplex(""PropertyComp"", 
                ComplexTypeProvider.nameCTTwoPrim.getFullQualifiedNameAsString(),
                createPrimitive(""PropertyInt16"", (short) 333),
                createPrimitive(""PropertyString"", ""TEST123"")))));
    
    Link editLink = new Link();
    editLink.setRel(Constants.NS_MEDIA_EDIT_LINK_REL);
    editLink.setHref(""http://mediaserver:1234/editLink"");
    editLink.setMediaETag(""eTag"");
    editLink.setType(""image/jpeg"");
    entity = new Entity();
    entity.addProperty(createPrimitive(""PropertyStream"", createImage(""royalblue"")));
    editLink.setInlineEntity(entity);
    
    Link editLink2 = new Link();
    editLink2.setRel(Constants.NS_MEDIA_EDIT_LINK_REL);
    editLink2.setHref(""http://mediaserver:1234/editLink"");
    editLink2.setMediaETag(""eTag"");
    editLink2.setType(""image/jpeg"");
    entity = new Entity();
    entity.addProperty(createPrimitive(""PropertyEntityStream"", createImage(""royalblue"")));
    editLink2.setInlineEntity(entity);

    entityCollection.getEntities().add(new Entity()
        .addProperty(createPrimitive(""PropertyInt16"", (short) 7))
        .addProperty(createPrimitive(""PropertyInt32"", (Integer) 10))
        .addProperty(new Property(null, ""PropertyEntityStream"", ValueType.PRIMITIVE, editLink2))
        .addProperty(createComplex(""PropertyCompWithStream"",
            ComplexTypeProvider.nameCTWithStreamProp.getFullQualifiedNameAsString(),
            new Property(null, ""PropertyStream"", ValueType.PRIMITIVE, editLink),
            createComplex(""PropertyComp"", 
                ComplexTypeProvider.nameCTTwoPrim.getFullQualifiedNameAsString(),
                createPrimitive(""PropertyInt16"", (short) 333),
                createPrimitive(""PropertyString"", ""TEST123"")))));

    setEntityType(entityCollection, edm.getEntityType(EntityTypeProvider.nameETStreamOnComplexProp));
    createEntityId(edm, odata, ""ESStreamOnComplexProp"", entityCollection);
    createOperations(""ESStreamOnComplexProp"", entityCollection, EntityTypeProvider.nameETStreamOnComplexProp);
    return entityCollection;
  }"
1219,6277868.txt,none,"		@Override
		public void checkWants(UploadPack up, List<ObjectId> wants)
				throws PackProtocolException, IOException {
			checkNotAdvertisedWants(up, wants,
					refIdSet(up.getAdvertisedRefs().values()));
		}"
1220,7513758.txt,none,"    public static boolean isVirtualStackSlot(Value value) {
        assert value != null;
        return value instanceof VirtualStackSlot;
    }"
1221,9046923.txt,minor,"public void testBug427626() {
	runNegativeTest(
		new String[] {
			""X.java"",
			""import java.util.Arrays;\n"" + 
			""import java.util.List;\n"" + 
			""\n"" + 
			""public class X {\n"" + 
			""	void m() {\n"" + 
			""        List<String> ss = Arrays.asList(\""1\"", \""2\"", \""3\"");\n"" + 
			""        \n"" + 
			""        ss.stream().map(s -> {\n"" + 
			""          class L1 {};\n"" + 
			""          class L2 {\n"" + 
			""            void mm(L1 l) {}\n"" + 
			""          }\n"" + 
			""          return new L2().mm(new L1());\n"" + 
			""        }).forEach(e -> System.out.println(e));\n"" + 
			""	}\n"" + 
			""}""
		},
		// 8u20 emits just one message inferred type not conforming to upper bound.
		""----------\n"" + 
		""1. ERROR in X.java (at line 8)\n"" +
		""	ss.stream().map(s -> {\n"" +
		""          class L1 {};\n"" +
		""          class L2 {\n"" +
		""            void mm(L1 l) {}\n"" +
		""          }\n"" +
		""          return new L2().mm(new L1());\n"" +
		""        }).forEach(e -> System.out.println(e));\n"" +
		""	^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n"" +
		""Cannot infer type argument(s) for <R> map(Function<? super T,? extends R>)\n"" +
		""----------\n"" +
		""2. ERROR in X.java (at line 13)\n"" + 
		""	return new L2().mm(new L1());\n"" + 
		""	^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n"" + 
		""Cannot return a void result\n"" + 
		""----------\n"");
}"
1222,8333384.txt,none,"		public final Thread start() {
			if (!init) {
				throw new IllegalStateException(""not initialized"");
			}
			synchronized (this) {
				if (started) {
					throw new IllegalStateException(""already started"");
				}
				started = true;
			}
			try {
				process = Runtime.getRuntime().exec(command);
			} catch (IOException e) {
				stop(e, Integer.MIN_VALUE);
				return null;
			}
			errStream = new FileUtil.Pipe(process.getErrorStream(), System.err);
			if (null != errSnoop) {
				errStream.setSnoop(errSnoop);
			}
			outStream = new FileUtil.Pipe(process.getInputStream(), System.out);
			if (null != outSnoop) {
				outStream.setSnoop(outSnoop);
			}
			inStream = new FileUtil.Pipe(System.in, process.getOutputStream());
			// start 4 threads, process & pipes for in, err, out
			Runnable processRunner = new Runnable() {
				@Override
				public void run() {
					Throwable thrown = null;
					int result = Integer.MIN_VALUE;
					try {
						// pipe threads are children
						new Thread(errStream).start();
						new Thread(outStream).start();
						new Thread(inStream).start();
						process.waitFor();
						result = process.exitValue();
					} catch (Throwable e) {
						thrown = e;
					} finally {
						stop(thrown, result);
					}
				}
			};
			Thread result = new Thread(processRunner, label);
			result.start();
			return result;
		}"
1223,4553401.txt,none,"    private Money handleInstallmentTransaction(final RecurringDepositScheduleInstallment currentInstallment,
            final Money transactionAmountUnprocessed, final LocalDate transactionDate) {

        Money transactionAmountRemaining = transactionAmountUnprocessed;
        Money depositAmountPortion = Money.zero(transactionAmountRemaining.getCurrency());

        depositAmountPortion = currentInstallment.payInstallment(transactionDate, transactionAmountRemaining);
        transactionAmountRemaining = transactionAmountRemaining.minus(depositAmountPortion);

        return transactionAmountRemaining;

    }"
1224,3963415.txt,none,"  @Override
  public String toString()
  {
    return indexMap.toString();
  }"
1225,4691358.txt,none,"    @Override
    public void enterBarrier(BSPJobID jobId, TaskAttemptID taskId,
        long superstep) throws SyncException {
      try {
        barrier.await();
      } catch (Exception e) {
        throw new SyncException(e.toString());
      }
    }"
1226,8708013.txt,none,"private String[] splitString(String text) {
    String[] lines = new String[1];
    int start = 0, pos;
    do {
        pos = text.indexOf('\n', start);
        if (pos == -1) {
        	lines[lines.length - 1] = text.substring(start);
        } else {
            boolean crlf = (pos > 0) && (text.charAt(pos - 1) == '\r');
            lines[lines.length - 1] = text.substring(start, pos - (crlf ? 1 : 0));
            start = pos + 1;
            String[] newLines = new String[lines.length+1];
            System.arraycopy(lines, 0, newLines, 0, lines.length);
       		lines = newLines;
        }
    } while (pos != -1);
    return lines;
}"
1227,6014861.txt,none,"    @Override
    public Mono<ListMembersResponse> listMembers(ListMembersRequest request) {
        return get(request, ListMembersResponse.class, builder -> builder.pathSegment(""Groups"", request.getGroupId(), ""members""))
            .checkpoint();
    }"
1228,8967998.txt,none,"  private void asJson(OutputStream out, Map<String, Object> data)
      throws HiveException
      {
    try {
      new ObjectMapper().writeValue(out, data);
    } catch (IOException e) {
      throw new HiveException(""Unable to convert to json"", e);
    }
      }"
1229,7254402.txt,none,"    public static String fixLibsDirPath(final String libsDirPath, final String args, boolean createTmp) {
        if (createTmp) {
            try {
                File tmpFile = File.createTempFile(BINARIES_TMP_PREFIX, BINARIES_TMP_EXT);
                String tmpPath = tmpFile.getAbsolutePath();
                tmpFile.delete();
                Runtime.getRuntime().exec(new String[]{""/bin/ln"",""-s"",libsDirPath,tmpPath});    // NOI18N
                new File(tmpPath).deleteOnExit();
                return args.replace(libsDirPath,tmpPath);
            } catch (IOException ex) {
                throw new RuntimeException(ex);
            }
        } else {
            return args.replaceAll(""agentpath:(.*?)=(.*?),(.*)"", ""agentpath:\""$1\""=\""$2\"",$3"");
        }
    }"
1230,7478016.txt,none,"    public boolean isReference() {
        if (isCachedLanguage()) {
            return !ElementUtils.typeEquals(getLanguageType(), getParameter().getType());
        } else {
            return ElementUtils.typeEquals(getReferenceType(), getParameter().getType());
        }
    }"
1231,8748649.txt,none,"  void setIncludePattern(Pattern includePattern) {
    this.includePattern = includePattern;
  }"
1232,4534763.txt,none,"    protected void warn(String msg, Object ... params) {
	if (LOG_LEVEL >= LogService.LOG_WARNING) {
	    log(LogService.LOG_WARNING, params.length > 0 ? String.format(msg, params) : msg);
	}
    }"
1233,8819009.txt,none,"    public deleteExperiment_result setSuccess(boolean success) {
      this.success = success;
      setSuccessIsSet(true);
      return this;
    }"
1234,7595459.txt,none,"	public boolean hasAnyScope(String... scopes) {
		boolean result = OAuth2ExpressionUtils.hasAnyScope(authentication, scopes);
		if (!result) {
			missingScopes.addAll(Arrays.asList(scopes));
		}
		return result;
	}"
1235,8009299.txt,none,"	public TitaniumDAGLayout(final Graph<V, E> g, final Dimension size) {
		super(g, size);
	}"
1236,4924493.txt,none,"    @Override
    protected void setNumberValue(Number n) {
        value = n.longValue();
    }"
1237,6548279.txt,none,"  private static Font[] getCellFonts( TreeItem item ) {
    return getTreeItemAdapter( item ).getCellFonts();
  }"
1238,8914719.txt,none,"    public void unsetEnvironment_context() {
      this.environment_context = null;
    }"
1239,9006040.txt,major,"  private void doDefensiveChecks(DistribPhase phase) {
    boolean isReplayOrPeersync = (updateCommand.getFlags() & (UpdateCommand.REPLAY | UpdateCommand.PEER_SYNC)) != 0;
    if (isReplayOrPeersync) return;

    String from = req.getParams().get(DISTRIB_FROM);
    ClusterState clusterState = zkController.getClusterState();

    DocCollection docCollection = clusterState.getCollection(collection);
    Slice mySlice = docCollection.getSlice(cloudDesc.getShardId());
    boolean localIsLeader = cloudDesc.isLeader();
    if (DistribPhase.FROMLEADER == phase && localIsLeader && from != null) { // from will be null on log replay
      String fromShard = req.getParams().get(DISTRIB_FROM_PARENT);
      if (fromShard != null) {
        if (mySlice.getState() == Slice.State.ACTIVE)  {
          throw new SolrException(SolrException.ErrorCode.SERVICE_UNAVAILABLE,
              ""Request says it is coming from parent shard leader but we are in active state"");
        }
        // shard splitting case -- check ranges to see if we are a sub-shard
        Slice fromSlice = docCollection.getSlice(fromShard);
        DocRouter.Range parentRange = fromSlice.getRange();
        if (parentRange == null) parentRange = new DocRouter.Range(Integer.MIN_VALUE, Integer.MAX_VALUE);
        if (mySlice.getRange() != null && !mySlice.getRange().isSubsetOf(parentRange)) {
          throw new SolrException(SolrException.ErrorCode.SERVICE_UNAVAILABLE,
              ""Request says it is coming from parent shard leader but parent hash range is not superset of my range"");
        }
      } else {
        String fromCollection = req.getParams().get(DISTRIB_FROM_COLLECTION); // is it because of a routing rule?
        if (fromCollection == null)  {
          log.error(""Request says it is coming from leader, but we are the leader: "" + req.getParamString());
          SolrException solrExc = new SolrException(SolrException.ErrorCode.SERVICE_UNAVAILABLE, ""Request says it is coming from leader, but we are the leader"");
          solrExc.setMetadata(""cause"", ""LeaderChanged"");
          throw solrExc;
        }
      }
    }

    int count = 0;
    while (((isLeader && !localIsLeader) || (isSubShardLeader && !localIsLeader)) && count < 5) {
      count++;
      // re-getting localIsLeader since we published to ZK first before setting localIsLeader value
      localIsLeader = cloudDesc.isLeader();
      try {
        Thread.sleep(500);
      } catch (InterruptedException e) {
        Thread.currentThread().interrupt();
      }
    }

    if ((isLeader && !localIsLeader) || (isSubShardLeader && !localIsLeader)) {
      log.error(""ClusterState says we are the leader, but locally we don't think so"");
      throw new SolrException(SolrException.ErrorCode.SERVICE_UNAVAILABLE,
          ""ClusterState says we are the leader ("" + zkController.getBaseUrl()
              + ""/"" + req.getCore().getName() + ""), but locally we don't think so. Request came from "" + from);
    }
  }"
1240,7770031.txt,none,"  @Benchmark
  @BenchmarkMode(Mode.AverageTime)
  @OutputTimeUnit(TimeUnit.MICROSECONDS)
  public void uncompressed(Blackhole blackhole)
  {
    final ImmutableConciseSet set = ImmutableConciseSet.complement(null, emptyRows);
    blackhole.consume(set);
    assert (emptyRows == set.size());
  }"
1241,9481908.txt,none,"    public String getValueOrNull(String name) throws InvalidXmlException {
      if (!subtrees.containsKey(name)) {
        return null;
      }
      LinkedList <Stanza> l = subtrees.get(name);
      if (l.size() != 1) {
        throw new InvalidXmlException(""More than one value found for "" + name);
      }
      return l.get(0).getValue();
    }"
1242,4969461.txt,none,"    @Override
    public boolean equals(Object obj) {
        if (this == obj)
            return true;
        if (!(obj instanceof Quota))
            return false;
        Quota that = (Quota) obj;
        return (that.bound == this.bound) && (that.upper == this.upper);
    }"
